,bound_acc,normal_acc,unbound_acc
0,0.7128712871287128,0.9805,0.9918242207460398
1,0.7524752475247525,0.9858,0.9980582524271845
2,0.693069306930693,0.9846,0.9964230965763924
3,0.6435643564356436,0.9832,0.9960143076136945
4,0.9108910891089109,0.9857,0.996320899335718
5,0.7722772277227723,0.9857,0.997547266223812
6,0.8514851485148515,0.9862,0.9976494634644865
7,0.7920792079207921,0.9858,0.9967296882984159
8,0.7326732673267327,0.9853,0.997547266223812
9,0.8415841584158416,0.987,0.998364844149208
10,0.7425742574257426,0.9852,0.9968318855390904
11,0.801980198019802,0.9837,0.9948901379662749
12,0.7722772277227723,0.9848,0.9964230965763924
13,0.8514851485148515,0.9851,0.9954011241696474
14,0.6633663366336634,0.9858,0.998569238630557
15,0.7623762376237624,0.9851,0.9976494634644865
16,0.7128712871287128,0.9485,0.9590189064895248
17,0.8217821782178217,0.9841,0.9951967296882984
18,0.8118811881188119,0.9865,0.9989780275932549
19,0.7623762376237624,0.9867,0.998364844149208
20,0.900990099009901,0.9866,0.9972406745017884
21,0.7326732673267327,0.9833,0.9948901379662749
22,0.7623762376237624,0.9854,0.9980582524271845
23,0.5346534653465347,0.9836,0.99795605518651
24,0.7524752475247525,0.9809,0.9924374041900869
25,0.8712871287128713,0.9869,0.9976494634644865
26,0.42574257425742573,0.9766,0.9914154317833419
27,0.693069306930693,0.9848,0.9974450689831375
28,0.7128712871287128,0.9847,0.9974450689831375
29,0.7821782178217822,0.9861,0.9980582524271845
